!-------------------------------------------------------------------
! Pressure drop file for Pipe segment 1
!-------------------------------------------------------------------
! The following correlations are supported:
!
! ALIAS     FULL NAME
! -----     ---------
!
! BB73      Beggs and Brill. 1973. "A Study of Two-Phase Flow in Inclined Pipes"
! TABLE     3D interpolation of a pressure drop table
!
!-------------------------------------------------------------------

CORRELATION TABLE 

!qg		qo	qw	dp
!1000m³/d	m³/d	m³/d	kgf/cm²
920	450	975	38.38939857
920	450	1050	38.99082569
920	450	1125	41.13149847
920	450	1200	41.69215087
920	450	1275	42.59938838
920	450	1350	43.0988787
920	450	1425	43.84301733
920	450	1500	44.58715596
920	450	1575	45.19877676
920	450	1650	45.85117227
920	450	1725	46.54434251
920	450	1800	47.12538226
920	450	1875	47.7675841
920	450	1950	48.31804281
920	450	2025	49.14373089
920	450	2100	49.80632008
920	450	2175	50.18348624
920	450	2250	50.94801223
920	525	75	22.6911315
920	525	150	22.78287462
920	525	225	22.87461774
920	525	300	22.95616718
920	525	375	23.03771662
920	525	450	22.96636086
920	525	525	28.86850153
920	525	600	29.31702345
920	525	675	30
920	525	750	35.0254842
920	525	825	37.4617737
920	525	900	37.99184506
920	525	975	38.43017329
920	525	1050	39.60244648
920	525	1125	41.76350663
920	525	1200	42.1814475
920	525	1275	42.98674822
920	525	1350	43.57798165
920	525	1425	44.4138634
920	525	1500	45.13761468
920	525	1575	45.55555556
920	525	1650	46.21814475
920	525	1725	46.81957187
920	525	1800	47.67584098
920	525	1875	48.28746177
920	525	1950	48.83792049
920	525	2025	49.56167176
920	525	2100	50
920	525	2175	50.6116208
920	525	2250	51.33537207
920	600	75	23.05810398
920	600	150	23.33333333
920	600	225	23.42507645
920	600	300	23.50662589
920	600	375	23.57798165
920	600	450	23.50662589
920	600	525	29.36799185
920	600	600	30.03058104
920	600	675	30.55045872
920	600	750	31.9775739
920	600	825	33.33333333
920	600	900	38.40978593
920	600	975	38.82772681
920	600	1050	39.9490316
920	600	1125	42.26299694
920	600	1200	42.73190622
920	600	1275	43.46585117
920	600	1350	44.14882773
920	600	1425	44.7706422
920	600	1500	45.5861366
920	600	1575	46.17737003
920	600	1650	46.82976555
920	600	1725	47.4617737
920	600	1800	47.95107034
920	600	1875	48.70540265
920	600	1950	49.33741081
920	600	2025	49.76554536
920	600	2100	50.32619776
920	600	2175	51.14169215
920	600	2250	51.74311927
920	675	75	23.83282365
920	675	150	23.67991845
920	675	225	23.95514781
920	675	300	24.03669725
920	675	375	24.11824669
920	675	450	24.02650357
920	675	525	30.02038736
920	675	600	30.48929664
920	675	675	31.09072375
920	675	750	37.93068298
920	675	825	38.39959225
920	675	900	38.80733945
920	675	975	35.51478084
920	675	1050	40.57084608
920	675	1125	42.5891947
920	675	1200	43.33333333
920	675	1275	43.83282365
920	675	1350	44.60754332
920	675	1425	45.1783894
920	675	1500	46.02446483
920	675	1575	46.44240571
920	675	1650	47.08460754
920	675	1725	47.83893986
920	675	1800	48.48114169
920	675	1875	49.01121305
920	675	1950	49.73496432
920	675	2025	50.34658512
920	675	2100	50.80530071
920	675	2175	51.50866463
920	675	2250	52.11009174
920	750	75	24.10805301
920	750	150	24.45463812
920	750	225	24.28134557
920	750	300	24.5667686
920	750	375	24.63812436
920	750	450	24.7196738
920	750	525	30.3567788
920	750	600	31.00917431
920	750	675	31.61060143
920	750	750	38.32823649
920	750	825	34.05708461
920	750	900	34.37308869
920	750	975	36.40163099
920	750	1050	41.00917431
920	750	1125	43.0988787
920	750	1200	43.65953109
920	750	1275	44.49541284
920	750	1350	45.06625892
920	750	1425	45.76962283
920	750	1500	46.24872579
920	750	1575	46.82976555
920	750	1650	47.55351682
920	750	1725	48.23649337
920	750	1800	48.91946993
920	750	1875	49.41896024
920	750	1950	50.12232416
920	750	2025	50.47910296
920	750	2100	51.10091743
920	750	2175	51.74311927
920	750	2250	52.31396534
920	825	75	24.872579
920	825	150	24.70948012
920	825	225	25.05606524
920	825	300	25.0764526
920	825	375	25.15800204
920	825	450	25.09683996
920	825	525	31.03975535
920	825	600	31.52905199
920	825	675	32.11009174
920	825	750	38.78695209
920	825	825	37.09480122
920	825	900	39.56167176
920	825	975	40.14271152
920	825	1050	41.47808359
920	825	1125	43.40468909
920	825	1200	44.16921509
920	825	1275	44.78083588
920	825	1350	45.5351682
920	825	1425	45.95310907
920	825	1500	46.63608563
920	825	1575	47.42099898
920	825	1650	48.06320082
920	825	1725	48.65443425
920	825	1800	49.25586137
920	825	1875	49.78593272
920	825	1950	50.44852192
920	825	2025	50.84607543
920	825	2100	51.44750255
920	825	2175	52.22222222
920	825	2250	52.59938838
920	900	75	25.39245668
920	900	150	25.45361876
920	900	225	25.29051988
920	900	300	25.64729867
920	900	375	25.66768603
920	900	450	25.69826707
920	900	525	31.53924567
920	900	600	31.96738022
920	900	675	32.62996942
920	900	750	37.38022426
920	900	825	39.55147808
920	900	900	35.25993884
920	900	975	41.44750255
920	900	1050	41.91641182
920	900	1125	43.93476045
920	900	1200	44.7196738
920	900	1275	45.36187564
920	900	1350	45.88175331
920	900	1425	46.60550459
920	900	1500	47.19673802
920	900	1575	47.8185525
920	900	1650	48.26707441
920	900	1725	48.95005097
920	900	1800	49.55147808
920	900	1875	50.254842
920	900	1950	50.78491335
920	900	2025	51.44750255
920	900	2100	52.0285423
920	900	2175	52.37512742
920	900	2250	52.9459735
920	975	75	33.99592253
920	975	150	36.03465851
920	975	225	37.01325178
920	975	300	37.64525994
920	975	375	38.49133537
920	975	450	39.23547401
920	975	525	39.81651376
920	975	600	40.43832824
920	975	675	41.17227319
920	975	750	41.91641182
920	975	825	42.80326198
920	975	900	43.40468909
920	975	975	44.05708461
920	975	1050	44.8216106
920	975	1125	45.35168196
920	975	1200	45.99388379
920	975	1275	46.64627931
920	975	1350	47.31906218
920	975	1425	47.9714577
920	975	1500	48.82772681
920	975	1575	49.4393476
920	975	1650	50.03058104
920	975	1725	50.68297655
920	975	1800	51.08053007
920	975	1875	51.71253823
920	975	1950	52.54841998
920	975	2025	52.9969419
920	975	2100	53.61875637
920	975	2175	54.43425076
920	975	2250	54.872579
920	1050	75	35.92252803
920	1050	150	36.74821611
920	1050	225	37.49235474
920	1050	300	38.36901121
920	1050	375	39.13353721
920	1050	450	39.70438328
920	1050	525	40.28542304
920	1050	600	41.04994903
920	1050	675	41.79408767
920	1050	750	42.70132518
920	1050	825	43.31294597
920	1050	900	43.96534149
920	1050	975	44.64831804
920	1050	1050	45.23955148
920	1050	1125	45.88175331
920	1050	1200	46.54434251
920	1050	1275	47.2069317
920	1050	1350	47.85932722
920	1050	1425	48.51172273
920	1050	1500	49.21508665
920	1050	1575	49.97961264
920	1050	1650	50.6116208
920	1050	1725	51.19266055
920	1050	1800	51.81447503
920	1050	1875	52.26299694
920	1050	1950	53.05810398
920	1050	2025	53.54740061
920	1050	2100	54.33231397
920	1050	2175	54.93374108
920	1050	2250	55.55555556
920	1125	75	36.67686035
920	1125	150	37.37003058
920	1125	225	38.24668705
920	1125	300	38.75637105
920	1125	375	39.56167176
920	1125	450	40.2038736
920	1125	525	40.92762487
920	1125	600	41.67176351
920	1125	675	42.3853211
920	1125	750	43.21100917
920	1125	825	43.80224261
920	1125	900	44.47502548
920	1125	975	45.127421
920	1125	1050	45.79001019
920	1125	1125	46.43221203
920	1125	1200	47.07441386
920	1125	1275	47.7675841
920	1125	1350	48.61365953
920	1125	1425	49.15392457
920	1125	1500	49.66360856
920	1125	1575	50.509684
920	1125	1650	50.86646279
920	1125	1725	51.70234455
920	1125	1800	52.15086646
920	1125	1875	52.7930683
920	1125	1950	53.44546381
920	1125	2025	54.02650357
920	1125	2100	54.65851172
920	1125	2175	55.27013252
920	1125	2250	55.88175331
920	1200	75	37.23751274
920	1200	150	38.1243629
920	1200	225	38.65443425
920	1200	300	39.53109072
920	1200	375	40.07135576
920	1200	450	40.80530071
920	1200	525	41.53924567
920	1200	600	42.26299694
920	1200	675	43.10907238
920	1200	750	43.70030581
920	1200	825	44.30173293
920	1200	900	45.01529052
920	1200	975	45.67787971
920	1200	1050	46.32008155
920	1200	1125	46.98267074
920	1200	1200	47.64525994
920	1200	1275	48.50152905
920	1200	1350	49.04179409
920	1200	1425	49.76554536
920	1200	1500	50.21406728
920	1200	1575	50.86646279
920	1200	1650	51.68195719
920	1200	1725	52.0795107
920	1200	1800	52.85423038
920	1200	1875	53.29255861
920	1200	1950	54.05708461
920	1200	2025	54.74006116
920	1200	2100	55.14780836
920	1200	2175	55.79001019
920	1200	2250	56.51376147
920	1275	75	37.90010194
920	1275	150	38.54230377
920	1275	225	39.6941896
920	1275	300	39.95922528
920	1275	375	40.68297655
920	1275	450	41.41692151
920	1275	525	42.14067278
920	1275	600	43.00713558
920	1275	675	43.60856269
920	1275	750	44.37308869
920	1275	825	44.89296636
920	1275	900	45.56574924
920	1275	975	46.20795107
920	1275	1050	46.87054027
920	1275	1125	47.75739042
920	1275	1200	48.39959225
920	1275	1275	48.77675841
920	1275	1350	49.48012232
920	1275	1425	50.08154944
920	1275	1500	50.69317023
920	1275	1575	51.38634047
920	1275	1650	52.1304791
920	1275	1725	52.70132518
920	1275	1800	53.19062181
920	1275	1875	54.00611621
920	1275	1950	54.43425076
920	1275	2025	55.04587156
920	1275	2100	55.84097859
920	1275	2175	56.41182467
920	1275	2250	57.03363914
920	1350	75	38.43017329
920	1350	150	39.57186544
920	1350	225	39.83690112
920	1350	300	40.57084608
920	1350	375	41.29459735
920	1350	450	42.01834862
920	1350	525	42.91539246
920	1350	600	43.51681957
920	1350	675	44.15902141
920	1350	750	44.78083588
920	1350	825	45.45361876
920	1350	900	46.10601427
920	1350	975	46.76860347
920	1350	1050	47.42099898
920	1350	1125	48.13455657
920	1350	1200	48.73598369
920	1350	1275	49.56167176
920	1350	1350	49.95922528
920	1350	1425	50.66258919
920	1350	1500	51.46788991
920	1350	1575	52.08970438
920	1350	1650	52.55861366
920	1350	1725	53.26197757
920	1350	1800	53.77166157
920	1350	1875	54.57696228
920	1350	1950	55.127421
920	1350	2025	55.72884811
920	1350	2100	56.40163099
920	1350	2175	56.99286442
920	1350	2250	57.53312946
920	1425	75	39.26605505
920	1425	150	39.71457696
920	1425	225	40.44852192
920	1425	300	41.17227319
920	1425	375	41.89602446
920	1425	450	42.81345566
920	1425	525	43.41488277
920	1425	600	44.06727829
920	1425	675	44.76044852
920	1425	750	45.34148828
920	1425	825	45.98369011
920	1425	900	46.64627931
920	1425	975	47.33944954
920	1425	1050	48.03261978
920	1425	1125	48.70540265
920	1425	1200	49.34760449
920	1425	1275	50.1019368
920	1425	1350	50.54026504
920	1425	1425	51.30479103
920	1425	1500	51.76350663
920	1425	1575	52.39551478
920	1425	1650	52.96636086
920	1425	1725	53.82262997
920	1425	1800	54.47502548
920	1425	1875	55.03567788
920	1425	1950	55.40265036
920	1425	2025	56.21814475
920	1425	2100	56.82976555
920	1425	2175	57.44138634
920	1425	2250	57.83893986
920	1500	75	39.58205912
920	1500	150	40.31600408
920	1500	225	41.04994903
920	1500	300	41.77370031
920	1500	375	42.71151886
920	1500	450	43.31294597
920	1500	525	43.90417941
920	1500	600	44.58715596
920	1500	675	45.2293578
920	1500	750	45.90214067
920	1500	825	46.53414883
920	1500	900	47.19673802
920	1500	975	47.8695209
920	1500	1050	48.50152905
920	1500	1125	49.23547401
920	1500	1200	49.97961264
920	1500	1275	50.54026504
920	1500	1350	51.23343527
920	1500	1425	51.8756371
920	1500	1500	52.29357798
920	1500	1575	53.11926606
920	1500	1650	53.72069317
920	1500	1725	54.25076453
920	1500	1800	54.98470948
920	1500	1875	55.4841998
920	1500	1950	56.12640163
920	1500	2025	56.65647299
920	1500	2100	57.33944954
920	1500	2175	57.73700306
920	1500	2250	58.32823649
920	1575	75	40.19367992
920	1575	150	40.92762487
920	1575	225	41.65137615
920	1575	300	42.37512742
920	1575	375	43.22120285
920	1575	450	43.81243629
920	1575	525	44.42405708
920	1575	600	45.11722732
920	1575	675	45.79001019
920	1575	750	46.42201835
920	1575	825	47.09480122
920	1575	900	47.95107034
920	1575	975	48.61365953
920	1575	1050	49.11314985
920	1575	1125	49.75535168
920	1575	1200	50.43832824
920	1575	1275	50.93781855
920	1575	1350	51.76350663
920	1575	1425	52.34454638
920	1575	1500	52.95616718
920	1575	1575	53.61875637
920	1575	1650	54.20998981
920	1575	1725	54.88277268
920	1575	1800	55.21916412
920	1575	1875	55.86136595
920	1575	1950	56.64627931
920	1575	2025	57.24770642
920	1575	2100	57.8185525
920	1575	2175	58.39959225
920	1575	2250	59.01121305
920	1650	75	40.80530071
920	1650	150	41.52905199
920	1650	225	42.25280326
920	1650	300	43.11926606
920	1650	375	43.71049949
920	1650	450	44.4648318
920	1650	525	45.00509684
920	1650	600	45.67787971
920	1650	675	46.27930683
920	1650	750	46.97247706
920	1650	825	47.84913354
920	1650	900	48.49133537
920	1650	975	49.04179409
920	1650	1050	49.67380224
920	1650	1125	50.14271152
920	1650	1200	50.81549439
920	1650	1275	51.53924567
920	1650	1350	52.15086646
920	1650	1425	52.67074414
920	1650	1500	53.31294597
920	1650	1575	54.11824669
920	1650	1650	54.55657492
920	1650	1725	55.31090724
920	1650	1800	55.92252803
920	1650	1875	56.48318043
920	1650	1950	57.11518858
920	1650	2025	57.54332314
920	1650	2100	58.1243629
920	1650	2175	58.90927625
920	1650	2250	59.50050968
920	1725	75	41.40672783
920	1725	150	42.1304791
920	1725	225	43.01732926
920	1725	300	43.61875637
920	1725	375	44.27115189
920	1725	450	44.85219164
920	1725	525	45.56574924
920	1725	600	46.20795107
920	1725	675	46.87054027
920	1725	750	47.53312946
920	1725	825	48.38939857
920	1725	900	48.90927625
920	1725	975	49.62283384
920	1725	1050	50.24464832
920	1725	1125	50.81549439
920	1725	1200	51.51885831
920	1725	1275	52.11009174
920	1725	1350	52.76248726
920	1725	1425	53.34352701
920	1725	1500	54.01630989
920	1725	1575	54.5667686
920	1725	1650	55.16819572
920	1725	1725	55.81039755
920	1725	1800	56.48318043
920	1725	1875	57.08460754
920	1725	1950	57.6656473
920	1725	2025	58.0224261
920	1725	2100	58.80733945
920	1725	2175	59.39857288
920	1725	2250	60.08154944
920	1800	75	42.00815494
920	1800	150	42.91539246
920	1800	225	43.51681957
920	1800	300	44.16921509
920	1800	375	44.74006116
920	1800	450	45.45361876
920	1800	525	46.12640163
920	1800	600	46.98267074
920	1800	675	47.42099898
920	1800	750	48.06320082
920	1800	825	48.65443425
920	1800	900	49.34760449
920	1800	975	49.97961264
920	1800	1050	50.62181448
920	1800	1125	51.40672783
920	1800	1200	52.09989806
920	1800	1275	52.70132518
920	1800	1350	53.10907238
920	1800	1425	53.92456677
920	1800	1500	54.4648318
920	1800	1575	54.94393476
920	1800	1650	55.71865443
920	1800	1725	56.30988787
920	1800	1800	56.76860347
920	1800	1875	57.33944954
920	1800	1950	57.9204893
920	1800	2025	58.70540265
920	1800	2100	59.29663609
920	1800	2175	59.97961264
920	1800	2250	60.254842
920	1875	75	42.81345566
920	1875	150	43.42507645
920	1875	225	44.07747197
920	1875	300	44.62793068
920	1875	375	45.34148828
920	1875	450	46.00407747
920	1875	525	46.64627931
920	1875	600	47.52293578
920	1875	675	48.03261978
920	1875	750	48.82772681
920	1875	825	49.39857288
920	1875	900	49.9490316
920	1875	975	50.54026504
920	1875	1050	51.30479103
920	1875	1125	51.76350663
920	1875	1200	52.36493374
920	1875	1275	53.20081549
920	1875	1350	53.82262997
920	1875	1425	54.44444444
920	1875	1500	54.78083588
920	1875	1575	55.44342508
920	1875	1650	56.21814475
920	1875	1725	56.72782875
920	1875	1800	57.44138634
920	1875	1875	57.8185525
920	1875	1950	58.60346585
920	1875	2025	59.19469929
920	1875	2100	59.87767584
920	1875	2175	60.33639144
920	1875	2250	60.74413863
920	1950	75	43.32313965
920	1950	150	43.91437309
920	1950	225	44.5158002
920	1950	300	45.18858308
920	1950	375	45.89194699
920	1950	450	46.53414883
920	1950	525	47.14576962
920	1950	600	48.04281346
920	1950	675	48.68501529
920	1950	750	49.13353721
920	1950	825	49.78593272
920	1950	900	50.5606524
920	1950	975	51.03975535
920	1950	1050	51.64118247
920	1950	1125	52.4362895
920	1950	1200	53.10907238
920	1950	1275	53.64933741
920	1950	1350	54.31192661
920	1950	1425	54.872579
920	1950	1500	55.51478084
920	1950	1575	56.11620795
920	1950	1650	56.57492355
920	1950	1725	57.32925586
920	1950	1800	57.7166157
920	1950	1875	58.50152905
920	1950	1950	59.09276249
920	1950	2025	59.77573904
920	1950	2100	60.23445464
920	1950	2175	60.64220183
920	1950	2250	61.22324159
920	2025	75	43.81243629
920	2025	150	44.39347604
920	2025	225	45.0764526
920	2025	300	45.74923547
920	2025	375	46.66666667
920	2025	450	47.32925586
920	2025	525	47.80835882
920	2025	600	48.60346585
920	2025	675	49.23547401
920	2025	750	49.68399592
920	2025	825	50.31600408
920	2025	900	51.14169215
920	2025	975	51.69215087
920	2025	1050	52.20183486
920	2025	1125	52.90519878
920	2025	1200	53.39449541
920	2025	1275	54.22018349
920	2025	1350	54.7706422
920	2025	1425	55.42303772
920	2025	1500	56.01427115
920	2025	1575	56.65647299
920	2025	1650	57.0540265
920	2025	1725	57.6146789
920	2025	1800	58.39959225
920	2025	1875	58.99082569
920	2025	1950	59.67380224
920	2025	2025	60.13251784
920	2025	2100	60.54026504
920	2025	2175	61.11111111
920	2025	2250	61.70234455
920	2100	75	44.36289501
920	2100	150	44.96432212
920	2100	225	45.63710499
920	2100	300	46.30988787
920	2100	375	47.19673802
920	2100	450	47.70642202
920	2100	525	48.31804281
920	2100	600	48.99082569
920	2100	675	49.52089704
920	2100	750	50.27522936
920	2100	825	50.91743119
920	2100	900	51.39653415
920	2100	975	52.22222222
920	2100	1050	52.8440367
920	2100	1125	53.41488277
920	2100	1200	54.11824669
920	2100	1275	54.6687054
920	2100	1350	55.32110092
920	2100	1425	55.91233435
920	2100	1500	56.55453619
920	2100	1575	56.96228338
920	2100	1650	57.5127421
920	2100	1725	58.29765545
920	2100	1800	58.88888889
920	2100	1875	59.57186544
920	2100	1950	60.03058104
920	2100	2025	60.62181448
920	2100	2100	61.00917431
920	2100	2175	61.61060143
920	2100	2250	62.37512742
920	2175	75	44.84199796
920	2175	150	45.52497452
920	2175	225	46.18756371
920	2175	300	46.86034659
920	2175	375	47.52293578
920	2175	450	48.35881753
920	2175	525	49.00101937
920	2175	600	49.45973496
920	2175	675	50.16309888
920	2175	750	50.88685015
920	2175	825	51.33537207
920	2175	900	51.93679918
920	2175	975	52.71151886
920	2175	1050	53.33333333
920	2175	1125	54.01630989
920	2175	1200	54.52599388
920	2175	1275	55.0254842
920	2175	1350	55.80020387
920	2175	1425	56.40163099
920	2175	1500	56.80937819
920	2175	1575	57.4108053
920	2175	1650	58.19571865
920	2175	1725	58.78695209
920	2175	1800	59.37818552
920	2175	1875	59.93883792
920	2175	1950	60.33639144
920	2175	2025	60.91743119
920	2175	2100	61.50866463
920	2175	2175	62.27319062
920	2175	2250	62.66055046
920	2250	75	45.40265036
920	2250	150	46.10601427
920	2250	225	46.74821611
920	2250	300	47.62487258
920	2250	375	48.24668705
920	2250	450	48.76656473
920	2250	525	49.33741081
920	2250	600	50.04077472
920	2250	675	50.83588175
920	2250	750	51.36595311
920	2250	825	51.99796126
920	2250	900	52.6401631
920	2250	975	53.22120285
920	2250	1050	53.91437309
920	2250	1125	54.52599388
920	2250	1200	55.08664628
920	2250	1275	55.59633028
920	2250	1350	56.29969419
920	2250	1425	56.82976555
920	2250	1500	57.53312946
920	2250	1575	58.09378186
920	2250	1650	58.68501529
920	2250	1725	59.27624873
920	2250	1800	59.83690112
920	2250	1875	60.41794088
920	2250	1950	60.81549439
920	2250	2025	61.40672783
920	2250	2100	61.9775739
920	2250	2175	62.55861366
920	2250	2250	63.12945973
960	75	75	20.16309888
960	75	150	20.26503568
960	75	225	20.36697248
960	75	300	20.4587156
960	75	375	20.54026504
960	75	450	20.62181448
960	75	525	20.72375127
960	75	600	20.82568807
960	75	675	32.70132518
960	75	750	28.14475025
960	75	825	35.55555556
960	75	900	36.22833843
960	75	975	36.96228338
960	75	1050	38.23649337
960	75	1125	38.70540265
960	75	1200	40.91743119
960	75	1275	41.43730887
960	75	1350	42.20183486
960	75	1425	43.0479103
960	75	1500	43.82262997
960	75	1575	44.48521916
960	75	1650	45.23955148
960	75	1725	45.68807339
960	75	1800	46.61569827
960	75	1875	47.28848114
960	75	1950	47.75739042
960	75	2025	48.40978593
960	75	2100	49.16411825
960	75	2175	49.83690112
960	75	2250	50.4077472
960	150	75	20.77471967
960	150	150	20.87665647
960	150	225	20.96839959
960	150	300	21.06014271
960	150	375	21.14169215
960	150	450	21.22324159
960	150	525	21.65137615
960	150	600	21.71253823
960	150	675	33.34352701
960	150	750	28.74617737
960	150	825	36.23853211
960	150	900	36.91131498
960	150	975	37.55351682
960	150	1050	38.24668705
960	150	1125	39.25586137
960	150	1200	41.50866463
960	150	1275	41.98776758
960	150	1350	42.96636086
960	150	1425	43.59836901
960	150	1500	44.14882773
960	150	1575	44.98470948
960	150	1650	45.70846075
960	150	1725	46.37104995
960	150	1800	46.9011213
960	150	1875	47.53312946
960	150	1950	48.23649337
960	150	2025	48.98063201
960	150	2100	49.6941896
960	150	2175	50.17329256
960	150	2250	50.89704383
960	225	75	21.37614679
960	225	150	21.47808359
960	225	225	21.56982671
960	225	300	21.65137615
960	225	375	21.98776758
960	225	450	22.06931702
960	225	525	22.00815494
960	225	600	22.73190622
960	225	675	29.07237513
960	225	750	31.03975535
960	225	825	36.71763507
960	225	900	33.06829766
960	225	975	38.23649337
960	225	1050	39.14373089
960	225	1125	39.6432212
960	225	1200	41.93679918
960	225	1275	42.5382263
960	225	1350	43.17023445
960	225	1425	44.13863405
960	225	1500	44.59734964
960	225	1575	45.50458716
960	225	1650	45.97349643
960	225	1725	46.78899083
960	225	1800	47.58409786
960	225	1875	48.13455657
960	225	1950	48.78695209
960	225	2025	49.44954128
960	225	2100	50.09174312
960	225	2175	50.76452599
960	225	2250	51.29459735
960	300	75	22.05912334
960	300	150	22.31396534
960	300	225	22.40570846
960	300	300	22.49745158
960	300	375	22.57900102
960	300	450	22.66055046
960	300	525	22.73190622
960	300	600	29.08256881
960	300	675	29.67380224
960	300	750	30.01019368
960	300	825	37.29867482
960	300	900	38.03261978
960	300	975	38.81753313
960	300	1050	35.1783894
960	300	1125	40.27522936
960	300	1200	42.4362895
960	300	1275	43.25178389
960	300	1350	43.78185525
960	300	1425	44.62793068
960	300	1500	45.16819572
960	300	1575	45.85117227
960	300	1650	46.67686035
960	300	1725	47.37003058
960	300	1800	48.06320082
960	300	1875	48.52191641
960	300	1950	49.13353721
960	300	2025	49.82670744
960	300	2100	50.54026504
960	300	2175	51.07033639
960	300	2250	51.9266055
960	375	75	22.85423038
960	375	150	22.73190622
960	375	225	22.9969419
960	375	300	23.07849134
960	375	375	23.16004077
960	375	450	23.24159021
960	375	525	23.31294597
960	375	600	29.58205912
960	375	675	36.16717635
960	375	750	37.37003058
960	375	825	38.08358818
960	375	900	33.34352701
960	375	975	39.31702345
960	375	1050	35.72884811
960	375	1125	40.84607543
960	375	1200	42.92558614
960	375	1275	43.78185525
960	375	1350	44.31192661
960	375	1425	44.96432212
960	375	1500	45.61671764
960	375	1575	46.49337411
960	375	1650	47.14576962
960	375	1725	47.83893986
960	375	1800	48.25688073
960	375	1875	49.05198777
960	375	1950	49.70438328
960	375	2025	50.21406728
960	375	2100	50.91743119
960	375	2175	51.69215087
960	375	2250	52.15086646
960	450	75	23.20081549
960	450	150	23.52701325
960	450	225	23.38430173
960	450	300	23.64933741
960	450	375	23.73088685
960	450	450	23.81243629
960	450	525	23.80224261
960	450	600	30.07135576
960	450	675	30.78491335
960	450	750	31.19266055
960	450	825	38.64424057
960	450	900	39.21508665
960	450	975	34.12844037
960	450	1050	40.70336391
960	450	1125	41.31498471
960	450	1200	43.39449541
960	450	1275	44.28134557
960	450	1350	44.99490316
960	450	1425	45.62691131
960	450	1500	46.30988787
960	450	1575	46.93170234
960	450	1650	47.45158002
960	450	1725	48.29765545
960	450	1800	48.87869521
960	450	1875	49.490316
960	450	1950	50.11213048
960	450	2025	50.73394495
960	450	2100	51.45769623
960	450	2175	51.96738022
960	450	2250	52.61977574
960	525	75	23.75127421
960	525	150	23.84301733
960	525	225	24.17940877
960	525	300	24.01630989
960	525	375	24.29153925
960	525	450	24.36289501
960	525	525	24.25076453
960	525	600	30.66258919
960	525	675	37.90010194
960	525	750	33.17023445
960	525	825	39.20489297
960	525	900	39.83690112
960	525	975	40.33639144
960	525	1050	41.10091743
960	525	1125	41.88583078
960	525	1200	44.08766565
960	525	1275	44.68909276
960	525	1350	45.4332314
960	525	1425	46.10601427
960	525	1500	46.56472987
960	525	1575	47.19673802
960	525	1650	48.0733945
960	525	1725	48.73598369
960	525	1800	49.33741081
960	525	1875	49.88786952
960	525	1950	50.48929664
960	525	2025	51.14169215
960	525	2100	51.80428135
960	525	2175	52.36493374
960	525	2250	53.02752294
960	600	75	24.53618756
960	600	150	24.39347604
960	600	225	24.47502548
960	600	300	24.8216106
960	600	375	24.84199796
960	600	450	24.57696228
960	600	525	24.79102956
960	600	600	31.35575943
960	600	675	31.9266055
960	600	750	32.55861366
960	600	825	39.66360856
960	600	900	40.27522936
960	600	975	40.73394495
960	600	1050	41.67176351
960	600	1125	42.4362895
960	600	1200	44.57696228
960	600	1275	45.25993884
960	600	1350	45.71865443
960	600	1425	46.49337411
960	600	1500	47.22731906
960	600	1575	47.67584098
960	600	1650	48.36901121
960	600	1725	49.18450561
960	600	1800	49.78593272
960	600	1875	50.37716616
960	600	1950	50.86646279
960	600	2025	51.65137615
960	600	2100	52.27319062
960	600	2175	52.76248726
960	600	2250	53.52701325
960	675	75	25.08664628
960	675	150	25.1783894
960	675	225	25.00509684
960	675	300	25.08664628
960	675	375	25.44342508
960	675	450	25.42303772
960	675	525	31.34556575
960	675	600	31.85524975
960	675	675	38.08358818
960	675	750	32.82364934
960	675	825	40.11213048
960	675	900	35.93272171
960	675	975	37.22731906
960	675	1050	42.29357798
960	675	1125	42.88481142
960	675	1200	45.00509684
960	675	1275	45.66768603
960	675	1350	46.39143731
960	675	1425	46.94189602
960	675	1500	47.67584098
960	675	1575	48.35881753
960	675	1650	48.80733945
960	675	1725	49.60244648
960	675	1800	50.18348624
960	675	1875	50.81549439
960	675	1950	51.29459735
960	675	2025	51.94699286
960	675	2100	52.49745158
960	675	2175	53.18042813
960	675	2250	53.71049949
960	750	75	25.62691131
960	750	150	25.71865443
960	750	225	25.77981651
960	750	300	25.61671764
960	750	375	25.97349643
960	750	450	25.89194699
960	750	525	31.80428135
960	750	600	32.3343527
960	750	675	37.24770642
960	750	750	33.47604485
960	750	825	40.68297655
960	750	900	41.09072375
960	750	975	41.50866463
960	750	1050	42.59938838
960	750	1125	43.34352701
960	750	1200	45.51478084
960	750	1275	45.97349643
960	750	1350	46.59531091
960	750	1425	47.26809378
960	750	1500	48.10397554
960	750	1575	48.61365953
960	750	1650	49.35779817
960	750	1725	49.97961264
960	750	1800	50.53007136
960	750	1875	51.16207951
960	750	1950	51.73292559
960	750	2025	52.30377166
960	750	2100	52.86442406
960	750	2175	53.69011213
960	750	2250	54.24057085
960	825	75	26.10601427
960	825	150	26.21814475
960	825	225	26.30988787
960	825	300	26.39143731
960	825	375	26.19775739
960	825	450	26.43221203
960	825	525	26.61569827
960	825	600	32.90519878
960	825	675	39.8980632
960	825	750	33.74108053
960	825	825	36.03465851
960	825	900	36.32008155
960	825	975	38.1243629
960	825	1050	43.24159021
960	825	1125	43.93476045
960	825	1200	45.74923547
960	825	1275	46.46279307
960	825	1350	47.18654434
960	825	1425	47.8185525
